X        Y        Z
-0.110	0.027	1.008	
-0.115	0.028	0.981	
-0.107	0.052	0.993	
-0.146	-0.076	1.098	
-0.049	0.044	1.008	
-0.125	-0.063	1.015	
0.003	-0.051	1.165	
-0.163	-0.010	0.900	
-0.058	0.038	1.014	
-0.187	0.085	0.919	
0.002	0.019	0.962	
-0.012	-0.022	1.013	
0.016	0.002	1.021	
0.091	0.086	1.089	
-0.069	0.040	0.953	
0.007	0.167	1.034	
0.002	0.054	1.005	
-0.020	-0.040	1.041	
0.040	0.022	1.030	
-0.058	-0.068	0.973	
-0.005	0.074	0.996	
0.017	0.011	1.036	
0.050	0.034	1.012	
0.029	-0.016	0.983	
-0.008	-0.060	0.970	
0.013	-0.043	1.028	
-0.040	-0.004	0.956	
-0.037	0.063	1.056	
-0.011	0.078	1.042	
0.061	-0.039	0.992	
0.053	0.095	0.829	
0.219	-0.212	0.968	
0.044	0.139	1.009	
0.118	0.088	0.911	
0.123	0.147	0.965	
1.999	1.999	1.999	
0.221	0.064	0.973	
0.216	0.077	0.973	
0.230	0.109	1.030	
0.218	0.086	0.982	
0.219	0.096	0.978	
0.220	0.096	0.964	
0.224	0.093	0.979	
0.222	0.099	0.974	
0.221	0.109	0.968	
0.220	0.104	0.967	
0.214	0.100	0.978	
0.226	0.109	0.969	
0.221	0.108	0.966	
0.226	0.112	0.975	
0.223	0.115	0.977	
0.221	0.117	0.976	
0.218	0.117	0.969	
0.219	0.115	0.972	
0.221	0.124	0.955	
0.219	0.118	0.966	
0.229	0.106	0.974	
0.221	0.121	0.967	
0.213	0.122	0.968	
0.226	0.123	0.994	
0.222	0.120	0.969	
0.228	0.126	0.965	
0.211	0.123	0.947	
0.221	0.122	0.974	
0.215	0.122	0.918	
0.223	0.123	0.951	
0.219	0.126	0.975	
0.224	0.126	0.958	
0.212	0.128	0.966	
classification: spike
